CLIENTNUM,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Churn_Probability,Risk_Segment,Action,Simulated_Outcome,Risk_Category
716299608,58,3,36,2,2,3,1508.0,0,1508.0,0.458,1990,31,0.192,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
780006783,59,1,49,3,2,2,15809.0,0,15809.0,0.992,3109,48,0.412,0.0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
766821033,61,0,46,6,3,3,4650.0,1162,3488.0,0.82,7976,74,1.056,0.25,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
794719983,44,4,38,2,2,3,2616.0,2505,111.0,0.828,2576,42,0.5,0.958,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714166833,44,3,34,3,3,2,13609.0,1432,12177.0,0.836,7796,77,0.791,0.105,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715516458,42,1,36,5,3,2,2705.0,2430,275.0,0.698,2602,43,0.433,0.898,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
769396158,55,1,43,2,2,3,24884.0,0,24884.0,0.072,5107,53,0.293,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
720272958,48,2,36,3,3,3,27126.0,0,27126.0,0.953,1000,25,0.786,0.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778643733,48,1,28,3,2,1,23981.0,1454,22527.0,0.925,9140,64,0.684,0.061,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
785351133,61,1,55,4,3,3,1438.3,0,1438.3,0.573,4518,81,0.723,0.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709850508,33,2,20,3,2,5,3202.0,0,3202.0,1.012,2917,37,0.682,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714581358,48,3,43,3,3,4,1502.0,0,1502.0,0.529,2204,36,0.44,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
716991933,53,3,35,6,3,1,9786.0,0,9786.0,0.701,820,25,0.562,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
708642708,40,2,36,3,2,3,13019.0,0,13019.0,0.487,1484,33,0.435,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
816850458,33,2,28,6,2,4,1698.0,0,1698.0,0.823,2448,40,0.379,0.0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714197133,51,3,36,2,3,3,4762.0,0,4762.0,0.526,2811,52,0.3,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716027208,47,4,36,4,1,1,19665.0,706,18959.0,1.317,1110,58,0.349,0.036,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715371108,45,3,40,3,3,2,3728.0,0,3728.0,0.358,1632,42,0.448,0.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
710096658,45,3,39,4,3,3,2606.0,1978,628.0,0.443,2191,42,0.5,0.759,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
710590683,33,2,36,3,3,5,16127.0,0,16127.0,0.769,7729,82,1.0,0.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709693833,47,4,34,6,3,0,9261.0,1605,7656.0,0.571,2468,44,0.419,0.173,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711315783,53,3,43,6,4,2,7451.0,683,6768.0,0.924,2165,49,0.96,0.092,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
807393558,51,4,46,2,3,3,34516.0,1279,33237.0,1.02,4615,49,0.581,0.037,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711237633,49,0,29,3,3,3,1460.0,0,1460.0,0.738,2329,36,0.5,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
761079783,40,3,33,5,3,6,5500.0,442,5058.0,0.609,7720,67,0.558,0.08,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
822068583,48,4,44,4,3,0,2231.0,0,2231.0,0.712,3946,48,1.286,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
793630083,39,2,33,1,3,4,1726.0,1476,250.0,0.371,1804,34,0.259,0.855,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712843983,41,2,36,3,3,4,1569.0,257,1312.0,0.408,2288,45,0.667,0.164,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
787467858,43,1,30,1,1,3,34516.0,2045,32471.0,0.59,4081,54,0.421,0.059,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
720693033,33,1,36,1,3,4,8925.0,168,8757.0,0.447,741,10,0.429,0.019,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714076683,29,0,19,2,1,2,3261.0,2517,744.0,0.636,2461,54,0.742,0.772,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
719685408,40,2,29,3,2,2,6332.0,318,6014.0,0.783,2505,43,0.536,0.05,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778378983,54,1,34,5,2,2,2939.0,2152,787.0,0.555,2476,42,0.355,0.732,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
780511683,47,3,34,4,3,3,4413.0,232,4181.0,0.799,7869,76,0.767,0.053,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718418958,30,1,36,6,2,4,5061.0,0,5061.0,0.911,1309,38,0.462,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
708684108,46,4,34,5,3,1,4152.0,1446,2706.0,0.826,2218,30,0.304,0.348,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778601733,55,3,47,5,4,3,2687.0,1689,998.0,0.714,2370,34,0.789,0.629,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713003358,40,3,30,2,2,2,29338.0,159,29179.0,1.017,4983,40,0.379,0.005,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711234783,44,4,28,5,2,3,2020.0,0,2020.0,0.716,2621,45,0.552,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714287583,41,3,32,3,2,3,1438.3,0,1438.3,0.372,1852,38,0.31,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714145233,34,0,24,1,2,3,34516.0,400,34116.0,0.202,5112,49,0.256,0.012,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718025808,61,0,51,6,3,4,5852.0,1935,3917.0,0.829,3689,55,0.618,0.331,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716751858,34,1,36,2,3,3,2401.0,496,1905.0,0.647,2597,40,0.379,0.207,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
708662583,41,3,29,1,3,4,27945.0,0,27945.0,0.902,8345,70,1.059,0.0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
719512983,47,4,39,3,3,6,1438.3,0,1438.3,0.854,2295,51,0.545,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
812406183,45,4,40,5,4,3,1438.3,0,1438.3,0.605,2207,41,0.64,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
772277508,65,1,54,4,2,2,2209.0,0,2209.0,1.299,3292,52,0.857,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716387733,49,4,36,1,4,5,5662.0,1484,4178.0,0.434,1693,25,0.25,0.262,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
720044658,53,1,46,6,2,4,4573.0,2076,2497.0,0.839,2720,46,0.484,0.454,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718826883,50,3,36,6,3,2,6925.0,0,6925.0,0.821,2506,36,0.44,0.0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715016508,42,3,36,1,3,4,4527.0,0,4527.0,0.801,2441,37,0.37,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714923583,38,2,36,2,3,2,2369.0,0,2369.0,0.51,1924,48,0.548,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715050408,41,3,36,4,3,3,8029.0,1576,6453.0,0.826,1094,32,0.524,0.196,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
718497033,52,1,36,5,3,3,31733.0,0,31733.0,0.735,3723,53,0.767,0.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
717529233,40,3,30,4,3,2,3319.0,0,3319.0,0.262,4840,44,0.375,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
781137783,40,3,33,1,3,4,2420.0,191,2229.0,0.818,2478,43,0.433,0.079,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716238483,59,0,50,3,2,3,12918.0,2352,10566.0,1.008,9138,76,0.9,0.182,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778663458,65,1,47,3,2,1,1759.0,0,1759.0,1.058,821,18,0.5,0.0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713957283,42,4,23,3,2,3,3214.0,0,3214.0,0.435,2119,44,0.517,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709566408,40,2,30,5,3,6,4458.0,0,4458.0,0.935,9640,70,0.707,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
708736608,40,3,27,5,3,2,2269.0,0,2269.0,0.572,2108,39,0.56,0.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
789963033,54,1,45,3,5,5,1438.3,0,1438.3,0.647,1603,39,0.444,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713815383,53,1,36,3,2,2,11778.0,0,11778.0,0.603,2147,44,0.375,0.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713025558,53,5,38,3,2,3,1438.3,0,1438.3,0.367,1935,47,0.469,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712562433,48,2,30,3,3,3,4204.0,0,4204.0,0.703,2316,43,0.536,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709657533,44,3,36,2,3,2,7793.0,2270,5523.0,0.945,8260,54,0.5,0.291,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718437033,46,2,30,4,3,2,1438.3,681,757.3,0.731,2527,38,0.583,0.473,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
720610008,59,1,50,1,5,4,15796.0,812,14984.0,0.719,1339,23,0.15,0.051,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713847858,49,3,36,3,3,3,1438.3,0,1438.3,0.409,1849,43,0.536,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
797707008,44,3,38,6,1,3,7222.0,0,7222.0,0.685,920,18,0.5,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778617708,46,3,26,6,2,3,1438.3,864,574.3,0.766,2299,40,0.481,0.601,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712683633,32,0,36,5,3,3,1438.3,0,1438.3,0.569,2464,37,0.321,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714960408,44,3,34,4,3,1,1605.0,890,715.0,0.742,2722,45,0.5,0.555,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711692508,54,2,47,3,4,3,1438.3,0,1438.3,1.053,1154,22,0.375,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716486508,45,3,37,6,2,2,3399.0,0,3399.0,0.991,5529,78,0.66,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711862533,55,1,36,5,3,2,2258.0,2000,258.0,0.611,2500,42,0.68,0.886,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
708170508,38,2,36,2,3,2,1438.3,0,1438.3,0.461,1651,42,0.5,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713322633,54,1,43,4,3,3,2706.0,2517,189.0,0.506,1682,39,0.625,0.93,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
827051808,44,0,40,5,4,2,7499.0,1083,6416.0,0.716,2478,45,0.667,0.144,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716950758,46,4,36,1,3,2,8017.0,0,8017.0,0.559,1657,43,0.654,0.0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
817889583,61,0,56,3,3,4,9721.0,0,9721.0,0.826,2260,46,1.0,0.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712010358,49,4,36,2,3,2,3999.0,0,3999.0,0.938,7567,76,0.652,0.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
710552733,42,5,36,2,3,2,4963.0,0,4963.0,0.637,2335,40,0.429,0.0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
779331558,45,2,27,6,3,3,1438.3,0,1438.3,0.683,2598,59,0.595,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713153733,49,2,29,6,3,3,2520.0,1473,1047.0,0.515,2061,36,0.241,0.585,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
804462633,43,3,38,3,3,3,7084.0,0,7084.0,0.523,2287,44,0.294,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709611183,41,3,31,3,3,3,3952.0,0,3952.0,1.002,8241,82,0.952,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712812408,40,3,28,2,3,3,1535.0,0,1535.0,0.544,1921,41,0.464,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
710674533,46,1,34,3,3,4,15060.0,0,15060.0,0.545,1611,42,0.4,0.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709435533,53,1,41,2,3,2,3099.0,0,3099.0,0.279,1401,44,0.419,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712038258,48,4,36,3,3,3,32838.0,1717,31121.0,0.995,2538,42,0.4,0.052,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
778888083,45,2,26,6,2,4,4307.0,0,4307.0,0.743,8697,62,0.59,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713425383,59,1,46,2,3,2,7484.0,1939,5545.0,0.994,4923,56,0.333,0.259,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
762020133,37,3,30,3,3,3,9874.0,0,9874.0,0.491,2446,47,0.567,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
828291858,38,3,34,6,3,4,12050.0,1821,10229.0,0.63,2381,40,0.481,0.151,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
710241858,39,4,31,6,1,4,2890.0,0,2890.0,0.545,2040,36,0.44,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715297908,41,4,22,4,2,3,1438.3,1125,313.3,0.611,2534,52,0.486,0.782,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
807946833,44,2,39,6,3,3,1791.0,0,1791.0,0.735,2771,36,0.5,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718362783,35,2,27,3,2,3,12643.0,0,12643.0,0.393,787,21,0.167,0.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
710666583,29,1,36,3,2,4,2516.0,2312,204.0,0.625,2321,36,0.5,0.919,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
821768658,52,0,48,4,5,5,13114.0,2247,10867.0,1.003,2474,51,0.417,0.171,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714684108,31,1,24,4,2,4,4169.0,534,3635.0,0.836,8565,70,0.795,0.128,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
719049033,53,3,44,5,6,4,14057.0,1655,12402.0,0.676,2073,60,0.333,0.118,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714188883,46,5,37,3,2,2,1787.0,0,1787.0,0.654,2345,36,0.286,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718259433,45,3,40,1,4,2,8383.0,0,8383.0,1.036,5460,63,0.853,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715651833,65,1,36,3,4,4,2351.0,0,2351.0,0.881,1593,35,0.591,0.0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712487883,54,5,48,2,1,3,7464.0,0,7464.0,0.865,9071,74,1.0,0.0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
779571708,43,5,25,1,2,3,4259.0,0,4259.0,0.934,7993,71,0.651,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715362183,40,4,36,3,1,2,3706.0,1043,2663.0,0.384,1688,38,0.583,0.281,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712602708,36,3,36,4,1,2,1815.0,0,1815.0,0.478,2039,34,0.36,0.0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715485483,39,5,36,3,3,3,3664.0,0,3664.0,0.419,1479,44,0.913,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712297683,47,3,35,6,3,2,1781.0,0,1781.0,0.693,2196,35,0.75,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
796931508,42,4,36,4,3,4,1871.0,0,1871.0,0.73,2593,48,0.548,0.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778191933,45,3,35,2,3,5,7135.0,2517,4618.0,0.631,2305,42,0.448,0.353,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716754783,43,4,30,3,2,3,17228.0,1331,15897.0,0.519,2229,44,0.375,0.077,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
806894133,34,3,29,3,1,4,1617.0,1347,270.0,0.73,2546,55,0.719,0.833,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711626658,62,1,36,2,3,4,1930.0,0,1930.0,0.331,1971,45,0.25,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718160358,51,1,39,5,3,2,1438.3,0,1438.3,0.885,2492,35,0.296,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
713158083,56,2,46,2,4,4,7327.0,0,7327.0,0.598,2185,41,0.864,0.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711253383,48,2,38,6,2,3,4382.0,0,4382.0,0.714,2446,34,0.417,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
720991833,48,2,36,4,3,4,2514.0,2090,424.0,0.842,2603,53,0.606,0.831,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716223708,45,3,36,3,3,3,4028.0,710,3318.0,0.731,791,22,0.833,0.176,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
710155158,37,2,18,1,1,2,31832.0,518,31314.0,0.972,10201,59,0.788,0.016,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
